id,car_brand,car_registration_year,car_eng_pow,customer_age,postal_code,claim_amount,policy_id,marital_status,file_Name,policy_start,policy_end,car_age,car_age_group,car_eng_pow_group,customer_age_group,exposure
156,Chevrolet,2012,70.0,72.0,,1496.42,P36165,Single,task_data_1.csv,2019-01-24,2021-09-18,10.4,"[9.4, 35.4)",0-100,"[70, 80)",1.0
157,Subaru,1998,421.0,83.0,94409CEDEX,112.99,P86260,Single,task_data_1.csv,2019-03-27,2021-08-21,24.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
158,Acura,2010,82.0,36.0,T9J,519.43,P94442,Married,task_data_1.csv,2020-09-27,2022-01-18,12.4,"[9.4, 35.4)",0-100,"[30, 40)",1.0
159,BMW,2005,163.0,74.0,,298.8,P91430,Married,task_data_1.csv,2020-05-07,2021-12-11,17.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
160,Buick,1989,357.0,20.0,,2087.14,P64250,Single,task_data_1.csv,2020-04-27,2021-02-20,33.4,"[9.4, 35.4)",250+,"[20, 30)",0.8186341950895638
161,Plymouth,1993,326.0,61.0,,1628.75,P38149,Married,task_data_1.csv,2019-05-29,2021-11-19,29.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
162,BMW,2007,368.0,48.0,79001,2268.43,P74271,Married,task_data_1.csv,2020-07-11,2021-02-20,15.4,"[9.4, 35.4)",250+,"[40, 50)",0.6132911695654257
163,Mazda,1995,452.0,37.0,,125.9,P73107,Married,task_data_1.csv,2020-10-13,2021-04-12,27.4,"[9.4, 35.4)",250+,"[30, 40)",0.49556116826491986
164,Volvo,2000,138.0,38.0,,1742.2,P30006,Married,task_data_1.csv,2020-07-02,2021-09-14,22.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
165,Chevrolet,1996,162.0,72.0,10260,1009.57,P50194,Married,task_data_1.csv,2019-12-25,2021-08-18,26.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
166,Volvo,2008,60.0,42.0,,1986.44,P61933,Married,task_data_1.csv,2019-12-18,2021-12-09,14.4,"[9.4, 35.4)",0-100,"[40, 50)",1.0
167,Saab,1992,223.0,31.0,4410,1694.07,P27732,Single,task_data_1.csv,2020-06-25,2021-06-23,30.4,"[9.4, 35.4)",100-250,"[30, 40)",0.9938602435368282
168,Pontiac,1986,239.0,40.0,66484,2458.42,P23908,Single,task_data_1.csv,2020-06-16,2021-09-18,36.4,"[35.4, 61.4)",100-250,"[40, 50)",1.0
169,Toyota,2010,258.0,78.0,,1392.15,P58197,Single,task_data_1.csv,2019-01-07,2021-05-09,12.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
170,Toyota,1976,248.0,26.0,58865000,2188.7,P37016,Married,task_data_1.csv,2020-07-07,2022-02-11,46.4,"[35.4, 61.4)",100-250,"[20, 30)",1.0
171,Chevrolet,2008,424.0,82.0,36005,948.25,P06146,Single,task_data_1.csv,2020-02-18,2021-06-21,14.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
172,Aston Martin,2010,496.0,84.0,,660.06,P26640,Single,task_data_1.csv,2019-02-04,2021-07-06,12.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
173,Mercedes-Benz,1989,299.0,52.0,,1712.28,P33452,Single,task_data_1.csv,2020-11-07,2021-11-26,33.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
174,Lamborghini,2008,358.0,29.0,43942,2050.28,P46255,Married,task_data_1.csv,2019-09-24,2021-10-12,14.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
175,Volvo,2000,134.0,75.0,,1905.01,P57521,Single,task_data_1.csv,2019-02-08,2021-12-29,22.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
176,Mercury,1991,450.0,76.0,99599,2381.4,P57123,Single,task_data_1.csv,2019-10-06,2021-05-17,31.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
177,Chevrolet,1995,53.0,26.0,,1776.03,P30178,Single,task_data_1.csv,2019-07-01,2021-10-13,27.4,"[9.4, 35.4)",0-100,"[20, 30)",1.0
178,Chevrolet,1992,116.0,42.0,3770816,2366.47,P02801,Single,task_data_1.csv,2019-12-07,2021-05-13,30.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
179,Audi,2003,412.0,18.0,9760022,299.97,P72426,Married,task_data_1.csv,2020-06-23,2021-09-12,19.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
180,Oldsmobile,1995,478.0,72.0,84304CEDEX,2214.75,P78978,Married,task_data_1.csv,2019-08-05,2021-02-03,27.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
181,Mercedes-Benz,1991,331.0,53.0,40747,1687.79,P02388,Married,task_data_1.csv,2020-07-18,2021-04-28,31.4,"[9.4, 35.4)",250+,"[50, 60)",0.7775655899847361
182,Dodge,2005,381.0,26.0,32125,282.35,P68806,Single,task_data_1.csv,2020-02-07,2021-04-18,17.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
183,Nissan,2009,273.0,91.0,2900005,1914.53,P27013,Single,task_data_1.csv,2019-07-29,2021-05-17,13.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
184,Lincoln,1991,197.0,76.0,,0.0,P89370,Single,task_data_1.csv,2019-05-22,2021-09-09,31.4,"[9.4, 35.4)",100-250,"[70, 80)",0.0
185,Mercury,2008,498.0,43.0,4970150,2397.22,P88262,Married,task_data_1.csv,2020-07-04,2021-05-27,14.4,"[9.4, 35.4)",250+,"[40, 50)",0.8952955912852419
186,Chrysler,1996,92.0,41.0,86083CEDEX9,2171.45,P09173,Single,task_data_1.csv,2019-10-12,2021-08-01,26.4,"[9.4, 35.4)",0-100,"[40, 50)",1.0
187,Buick,2005,86.0,39.0,94242,1164.87,P53665,Single,task_data_1.csv,2020-02-06,2021-04-10,17.4,"[9.4, 35.4)",0-100,"[30, 40)",1.0
188,Lexus,2008,371.0,27.0,,2031.55,P00287,Single,task_data_1.csv,2019-06-04,2021-05-30,14.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
189,Mercury,2003,169.0,37.0,56224,1645.37,P57371,Married,task_data_1.csv,2019-07-19,2022-02-24,19.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
190,Kia,2003,381.0,61.0,,2342.52,P81894,Married,task_data_1.csv,2019-12-20,2021-09-28,19.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
191,Mitsubishi,2005,139.0,17.0,66471,826.31,P93000,Married,task_data_1.csv,2020-04-15,2021-09-06,17.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
192,Honda,2012,263.0,20.0,,1424.94,P72615,Single,task_data_1.csv,2020-03-08,2021-06-22,10.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
193,Mercedes-Benz,2008,80.0,46.0,70317,509.38,P89882,Single,task_data_1.csv,2020-03-16,2021-12-30,14.4,"[9.4, 35.4)",0-100,"[40, 50)",1.0
194,Chrysler,1997,309.0,42.0,,854.03,P83607,Married,task_data_1.csv,2020-09-28,2022-01-15,25.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
195,Mitsubishi,1997,249.0,97.0,55101,2053.16,P23843,Single,task_data_1.csv,2019-08-28,2021-08-15,25.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
196,Volkswagen,1997,112.0,46.0,37650000,0.0,P02755,Single,task_data_1.csv,2020-02-11,2021-03-15,25.4,"[9.4, 35.4)",100-250,"[40, 50)",0.0
197,Lincoln,1985,444.0,54.0,,1997.73,P15598,Married,task_data_1.csv,2020-02-04,2021-11-17,37.4,"[35.4, 61.4)",250+,"[50, 60)",1.0
198,Ford,2005,317.0,93.0,35215,2409.24,P21782,Married,task_data_1.csv,2019-08-17,2021-07-05,17.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
199,Mercury,1985,217.0,94.0,9998521,1235.24,P78368,Married,task_data_1.csv,2019-07-30,2021-06-22,37.4,"[35.4, 61.4)",100-250,"[90, 100)",1.0
200,Acura,2002,174.0,33.0,18270000,305.66,P54750,Single,task_data_1.csv,2019-09-19,2022-01-26,20.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
201,Honda,1984,102.0,60.0,3100327,1274.46,P37187,Married,task_data_1.csv,2019-05-05,2021-05-28,38.4,"[35.4, 61.4)",100-250,"[60, 70)",1.0
202,Honda,2011,55.0,33.0,,2408.56,P19134,Married,task_data_1.csv,2019-05-29,2022-01-15,11.4,"[9.4, 35.4)",0-100,"[30, 40)",1.0
203,Mercedes-Benz,1999,162.0,56.0,,36.91,P43892,Single,task_data_1.csv,2020-11-04,2021-03-17,23.4,"[9.4, 35.4)",100-250,"[50, 60)",0.3641416319294715
204,Mercedes-Benz,2001,92.0,27.0,,1940.9,P56395,Married,task_data_1.csv,2020-02-23,2021-11-20,21.4,"[9.4, 35.4)",0-100,"[20, 30)",1.0
205,Mazda,1992,482.0,86.0,72029CEDEX2,0.0,P03742,Single,task_data_1.csv,2020-07-22,2021-04-08,30.4,"[9.4, 35.4)",250+,"[80, 90)",0.0
206,Volvo,2005,355.0,50.0,,722.53,P40948,Married,task_data_1.csv,2019-06-28,2021-02-23,17.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
207,Land Rover,1999,182.0,66.0,,740.74,P70648,Single,task_data_1.csv,2020-04-18,2021-06-30,23.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
208,Volkswagen,2004,114.0,53.0,01004CEDEX,2299.83,P48392,Married,task_data_1.csv,2019-06-24,2021-11-01,18.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
209,Chevrolet,1996,55.0,61.0,75817CEDEX17,1895.2,P64721,Married,task_data_1.csv,2019-01-11,2021-12-03,26.4,"[9.4, 35.4)",0-100,"[60, 70)",1.0
210,Chevrolet,2004,124.0,99.0,8407,595.02,P27300,Single,task_data_1.csv,2019-02-15,2021-11-12,18.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
211,Dodge,1994,500.0,86.0,3230051,2307.62,P57019,Single,task_data_1.csv,2019-08-27,2021-11-23,28.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
212,Ford,2013,369.0,56.0,,1903.69,P67081,Single,task_data_1.csv,2019-08-30,2021-05-02,9.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
213,Panoz,2007,326.0,46.0,162250,927.52,P89600,Single,task_data_1.csv,2019-08-15,2022-01-16,15.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
214,Ford,1991,111.0,24.0,,1608.9,P28936,Married,task_data_1.csv,2020-10-08,2021-02-10,31.4,"[9.4, 35.4)",100-250,"[20, 30)",0.3422383758735634
215,Kia,2005,138.0,41.0,97565,537.08,P62845,Single,task_data_1.csv,2019-06-26,2021-10-08,17.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
216,Toyota,1998,95.0,83.0,,1718.31,P13582,Married,task_data_1.csv,2019-09-20,2021-10-30,24.4,"[9.4, 35.4)",0-100,"[80, 90)",1.0
217,GMC,1997,98.0,24.0,65105,1505.96,P94345,Married,task_data_1.csv,2019-09-05,2021-02-12,25.4,"[9.4, 35.4)",0-100,"[20, 30)",1.0
218,Mazda,1988,442.0,62.0,84360,1185.36,P47231,Single,task_data_1.csv,2019-01-31,2021-03-29,34.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
219,Pontiac,1994,148.0,89.0,2150003,889.32,P14928,Single,task_data_1.csv,2020-04-03,2021-02-15,28.4,"[9.4, 35.4)",100-250,"[80, 90)",0.8706544282223454
220,Ford,1988,443.0,73.0,,0.0,P19178,Single,task_data_1.csv,2019-09-26,2021-08-07,34.4,"[9.4, 35.4)",250+,"[70, 80)",0.0
221,Honda,2005,374.0,45.0,1725,1428.18,P95363,Married,task_data_1.csv,2019-12-23,2022-01-05,17.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
222,Mazda,1999,382.0,54.0,,0.0,P88297,Single,task_data_1.csv,2020-07-24,2021-11-12,23.4,"[9.4, 35.4)",250+,"[50, 60)",0.0
223,Buick,1984,69.0,74.0,4825296,2315.06,P63563,Married,task_data_1.csv,2019-08-01,2021-12-17,38.4,"[35.4, 61.4)",0-100,"[70, 80)",1.0
224,Honda,2003,185.0,57.0,,0.0,P86362,Single,task_data_1.csv,2020-03-01,2021-01-28,19.4,"[9.4, 35.4)",100-250,"[50, 60)",0.0
225,Mercedes-Benz,2011,268.0,50.0,,0.0,P33820,Single,task_data_1.csv,2019-02-18,2022-01-11,11.4,"[9.4, 35.4)",250+,"[50, 60)",0.0
226,Chrysler,2008,353.0,59.0,,2305.95,P70332,Single,task_data_1.csv,2019-08-22,2022-01-09,14.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
227,GMC,1994,87.0,32.0,,157.74,P11080,Married,task_data_1.csv,2020-09-17,2021-01-16,28.4,"[9.4, 35.4)",0-100,"[30, 40)",0.3312867478456094
228,Scion,2004,309.0,40.0,86160000,1305.24,P40672,Single,task_data_1.csv,2019-12-27,2021-01-01,18.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
229,Mercury,1993,407.0,48.0,,441.47,P11408,Married,task_data_1.csv,2020-04-25,2021-03-04,29.4,"[9.4, 35.4)",250+,"[40, 50)",0.8569648931874029
230,Lotus,1993,277.0,42.0,,827.23,P16810,Married,task_data_1.csv,2020-01-25,2022-02-24,29.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
231,Ram,2012,285.0,39.0,,0.0,P15720,Single,task_data_1.csv,2019-01-08,2021-02-24,10.4,"[9.4, 35.4)",250+,"[30, 40)",0.0
232,Oldsmobile,1999,249.0,90.0,,1675.19,P41919,Single,task_data_1.csv,2020-09-28,2021-09-28,23.4,"[9.4, 35.4)",100-250,"[90, 100)",0.9993360575508052
233,BMW,2006,105.0,69.0,4830813,0.0,P71090,Single,task_data_1.csv,2019-12-13,2022-02-22,16.4,"[9.4, 35.4)",100-250,"[60, 70)",0.0
234,Land Rover,2007,367.0,53.0,29000000,0.0,P83367,Single,task_data_1.csv,2019-09-13,2021-09-15,15.4,"[9.4, 35.4)",250+,"[50, 60)",0.0
235,Mercedes-Benz,2009,244.0,53.0,,4.96,P82328,Single,task_data_1.csv,2019-02-15,2021-10-17,13.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
236,Chrysler,1992,108.0,99.0,,605.79,P35675,Single,task_data_1.csv,2020-04-14,2021-04-03,30.4,"[9.4, 35.4)",100-250,"[90, 100)",0.9692190804739317
237,Kia,2006,401.0,42.0,,219.18,P26330,Single,task_data_1.csv,2019-10-12,2021-09-08,16.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
238,Infiniti,2011,487.0,85.0,92825,2064.34,P23394,Single,task_data_1.csv,2019-11-30,2021-03-11,11.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
239,Toyota,1976,376.0,32.0,7213,432.77,P04335,Married,task_data_1.csv,2020-07-19,2021-07-01,46.4,"[35.4, 61.4)",250+,"[30, 40)",0.9500537314250121
240,Ford,2011,496.0,86.0,29785000,2.13,P54370,Single,task_data_1.csv,2020-04-30,2021-07-19,11.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
241,Ford,1985,168.0,48.0,24320,657.06,P36138,Married,task_data_1.csv,2019-02-21,2021-03-17,37.4,"[35.4, 61.4)",100-250,"[40, 50)",1.0
242,Jeep,2000,242.0,39.0,666,67.98,P05548,Married,task_data_1.csv,2019-05-25,2021-01-30,22.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
243,Ford,1909,416.0,71.0,10141,1242.13,P45193,Married,task_data_1.csv,2019-07-03,2021-01-25,113.4,"[87.4, 113.504)",250+,"[70, 80)",1.0
244,Mitsubishi,1999,102.0,40.0,57220,1134.99,P51204,Married,task_data_1.csv,2020-11-25,2021-02-12,23.4,"[9.4, 35.4)",100-250,"[40, 50)",0.2162946535520921
245,Mitsubishi,1996,154.0,90.0,,2198.12,P14892,Married,task_data_1.csv,2019-08-27,2021-07-09,26.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
246,Geo,1997,278.0,74.0,9732,53.42,P51259,Single,task_data_1.csv,2019-11-29,2021-03-21,25.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
247,Toyota,2012,163.0,79.0,64594,75.18,P80781,Single,task_data_1.csv,2019-11-14,2021-10-25,10.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
248,Mazda,1987,56.0,25.0,2334,1152.73,P91946,Single,task_data_1.csv,2020-06-13,2022-02-08,35.4,"[35.4, 61.4)",0-100,"[20, 30)",1.0
249,Chevrolet,1991,235.0,99.0,633008,160.5,P86049,Single,task_data_1.csv,2020-04-06,2021-06-10,31.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
250,Kia,1996,296.0,40.0,,808.63,P26594,Single,task_data_1.csv,2020-12-13,2021-11-16,26.4,"[9.4, 35.4)",250+,"[40, 50)",0.9254125683621156
251,Ford,1989,62.0,63.0,34806,431.16,P57499,Married,task_data_1.csv,2019-10-16,2021-08-03,33.4,"[9.4, 35.4)",0-100,"[60, 70)",1.0
252,Toyota,1992,257.0,94.0,,1672.76,P80227,Married,task_data_1.csv,2020-12-03,2021-03-02,30.4,"[9.4, 35.4)",250+,"[90, 100)",0.24367372362197717
253,Lamborghini,1985,184.0,42.0,70826,1134.03,P41817,Married,task_data_1.csv,2019-08-29,2021-05-04,37.4,"[35.4, 61.4)",100-250,"[40, 50)",1.0
254,Audi,2003,112.0,96.0,,2214.2,P76135,Single,task_data_1.csv,2019-08-09,2021-02-11,19.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
255,Suzuki,1996,457.0,74.0,,1488.57,P44465,Single,task_data_1.csv,2020-09-09,2021-12-18,26.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
256,Lexus,2006,86.0,35.0,156521,551.77,P13760,Married,task_data_1.csv,2020-06-21,2021-09-23,16.4,"[9.4, 35.4)",0-100,"[30, 40)",1.0
257,Kia,2007,89.0,93.0,,1526.58,P22096,Single,task_data_1.csv,2020-01-04,2021-08-09,15.4,"[9.4, 35.4)",0-100,"[90, 100)",1.0
258,Pontiac,1974,144.0,30.0,,545.18,P05602,Married,task_data_1.csv,2019-03-31,2021-05-27,48.4,"[35.4, 61.4)",100-250,"[30, 40)",1.0
259,Ford,2003,236.0,84.0,,1517.43,P48299,Married,task_data_1.csv,2020-08-30,2021-03-08,19.4,"[9.4, 35.4)",100-250,"[80, 90)",0.5202023313278165
260,Ford,2006,91.0,88.0,41100,209.46,P31495,Married,task_data_1.csv,2020-08-09,2021-06-03,16.4,"[9.4, 35.4)",0-100,"[80, 90)",0.8158962880825753
261,Mitsubishi,1987,454.0,76.0,,798.79,P91766,Married,task_data_1.csv,2019-08-15,2021-07-05,35.4,"[35.4, 61.4)",250+,"[70, 80)",1.0
262,Mazda,1994,149.0,65.0,89108000,2016.37,P73704,Single,task_data_1.csv,2020-09-08,2021-05-07,28.4,"[9.4, 35.4)",100-250,"[60, 70)",0.6598355886842303
263,Porsche,2008,110.0,66.0,,1278.5,P24846,Single,task_data_1.csv,2020-11-29,2021-06-22,14.4,"[9.4, 35.4)",100-250,"[60, 70)",0.561270936432644
264,Hyundai,2012,247.0,74.0,,412.54,P53256,Single,task_data_1.csv,2020-07-17,2021-11-26,10.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
265,Infiniti,2004,269.0,43.0,665236,1470.83,P09314,Single,task_data_1.csv,2020-11-08,2021-05-08,18.4,"[9.4, 35.4)",250+,"[40, 50)",0.49556116826491986
266,Buick,1996,140.0,48.0,1106,1650.28,P43221,Single,task_data_1.csv,2020-06-17,2021-08-23,26.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
267,BMW,2009,408.0,73.0,65594,152.51,P50776,Single,task_data_1.csv,2019-02-18,2021-09-04,13.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
268,Ford,1986,211.0,49.0,203027,332.97,P81976,Married,task_data_1.csv,2019-05-02,2021-01-02,36.4,"[35.4, 61.4)",100-250,"[40, 50)",1.0
269,Kia,1998,427.0,85.0,,923.27,P23822,Single,task_data_1.csv,2019-10-04,2021-11-07,24.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
270,Volvo,2008,183.0,90.0,4950840,639.72,P83160,Single,task_data_1.csv,2020-03-19,2022-02-06,14.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
271,Buick,1990,354.0,99.0,93228,946.91,P22837,Single,task_data_1.csv,2020-03-09,2021-12-29,32.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
272,Ford,1999,373.0,49.0,6262,1056.47,P69143,Married,task_data_1.csv,2020-08-21,2022-02-25,23.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
273,Infiniti,2001,68.0,86.0,41680,904.53,P85384,Married,task_data_1.csv,2019-05-08,2021-11-09,21.4,"[9.4, 35.4)",0-100,"[80, 90)",1.0
274,Mitsubishi,1997,374.0,65.0,347743,1618.62,P44312,Single,task_data_1.csv,2020-08-04,2021-07-30,25.4,"[9.4, 35.4)",250+,"[60, 70)",0.9856465225158627
275,Lexus,2004,316.0,47.0,,1902.91,P25761,Married,task_data_1.csv,2019-06-05,2021-01-15,18.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
276,Subaru,2000,295.0,93.0,456144,1908.86,P40784,Single,task_data_1.csv,2019-12-07,2021-08-18,22.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
277,Mazda,1984,328.0,40.0,37120000,2169.1,P54822,Single,task_data_1.csv,2019-07-14,2021-11-03,38.4,"[35.4, 61.4)",250+,"[40, 50)",1.0
278,Honda,2003,220.0,57.0,,2150.52,P63712,Married,task_data_1.csv,2020-01-07,2021-12-09,19.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
279,Oldsmobile,1995,362.0,25.0,3025543,2123.45,P90788,Married,task_data_1.csv,2019-09-28,2021-04-04,27.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
280,Buick,1996,374.0,39.0,33715,2087.21,P22058,Married,task_data_1.csv,2019-09-18,2021-11-03,26.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
280,Buick,1996,374.0,39.0,33715,2087.21,P22058,Married,task_data_1.csv,2019-07-10,2021-01-09,26.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
281,Ford,2006,119.0,70.0,,4.55,P24867,Single,task_data_1.csv,2019-02-26,2021-10-08,16.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
282,Honda,2004,202.0,46.0,,1834.11,P95065,Single,task_data_1.csv,2020-01-07,2021-12-10,18.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
282,Honda,2004,202.0,46.0,,1834.11,P95065,Single,task_data_1.csv,2019-11-10,2022-01-11,18.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
283,Chrysler,2006,275.0,25.0,,216.29,P63298,Single,task_data_1.csv,2019-12-25,2021-09-30,16.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
284,Suzuki,2000,379.0,95.0,64109CEDEX,2405.22,P26760,Single,task_data_1.csv,2019-01-19,2021-02-15,22.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
285,GMC,2004,302.0,76.0,,196.23,P18987,Married,task_data_1.csv,2019-02-13,2021-03-23,18.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
286,Volkswagen,2009,266.0,33.0,,532.33,P95949,Single,task_data_1.csv,2020-03-23,2022-01-15,13.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
287,Chevrolet,1998,227.0,18.0,28009CEDEX,838.49,P44689,Single,task_data_1.csv,2020-05-11,2021-01-04,24.4,"[9.4, 35.4)",100-250,"[20, 30)",0.6516218676632648
288,Infiniti,2006,262.0,43.0,49321CEDEX,458.61,P72932,Married,task_data_1.csv,2020-10-18,2021-06-29,16.4,"[9.4, 35.4)",250+,"[40, 50)",0.695428379775081
289,GMC,1994,492.0,90.0,,2318.61,P26092,Single,task_data_1.csv,2019-04-30,2022-02-05,28.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
290,Infiniti,2001,371.0,27.0,50566,1611.34,P46520,Single,task_data_1.csv,2020-10-11,2021-05-11,21.4,"[9.4, 35.4)",250+,"[20, 30)",0.5804362854815637
291,BMW,2009,137.0,97.0,353539,0.0,P05282,Single,task_data_1.csv,2019-12-05,2021-05-10,13.4,"[9.4, 35.4)",100-250,"[90, 100)",0.0
291,BMW,2009,137.0,97.0,353539,0.0,P05282,Single,task_data_1.csv,2020-12-27,2021-02-23,13.4,"[9.4, 35.4)",100-250,"[90, 100)",0.0
292,Mitsubishi,1998,221.0,26.0,,1839.47,P14103,Single,task_data_1.csv,2019-08-05,2021-04-26,24.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
293,Ford,2002,384.0,69.0,,1027.46,P05975,Single,task_data_1.csv,2019-07-29,2021-10-31,20.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
294,Mercedes-Benz,2009,446.0,50.0,,997.43,P93872,Single,task_data_1.csv,2019-08-18,2022-01-31,13.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
295,Toyota,2001,294.0,41.0,83700000,149.82,P48425,Single,task_data_1.csv,2019-01-09,2022-02-11,21.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
296,Dodge,2010,66.0,56.0,,271.98,P29431,Married,task_data_1.csv,2020-08-23,2022-02-01,12.4,"[9.4, 35.4)",0-100,"[50, 60)",1.0
297,BMW,2001,326.0,35.0,,1997.05,P34116,Married,task_data_1.csv,2020-12-26,2021-11-16,21.4,"[9.4, 35.4)",250+,"[30, 40)",0.8898197772712649
298,Mercedes-Benz,2012,335.0,24.0,,2108.13,P42194,Single,task_data_1.csv,2019-04-23,2021-05-08,10.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
299,Mitsubishi,2003,398.0,90.0,93382,659.09,P21506,Married,task_data_1.csv,2019-03-06,2021-07-20,19.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
300,Toyota,1995,111.0,92.0,665161,1287.12,P51417,Married,task_data_1.csv,2020-12-27,2021-07-07,27.4,"[9.4, 35.4)",100-250,"[90, 100)",0.5256781453417935
301,Toyota,2011,373.0,19.0,,0.0,P48290,Single,task_data_1.csv,2019-12-31,2022-01-27,11.4,"[9.4, 35.4)",250+,"[20, 30)",0.0
302,Maybach,2003,371.0,17.0,,502.52,P36418,Single,task_data_1.csv,2019-11-30,2021-08-04,19.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
303,Honda,2009,297.0,38.0,,114.01,P43903,Married,task_data_1.csv,2019-09-14,2021-08-20,13.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
304,Volkswagen,1990,61.0,97.0,29411CEDEX,150.67,P31216,Single,task_data_1.csv,2019-10-01,2021-11-29,32.4,"[9.4, 35.4)",0-100,"[90, 100)",1.0
305,Toyota,2004,83.0,86.0,,2192.7,P84355,Married,task_data_1.csv,2019-11-25,2021-04-03,18.4,"[9.4, 35.4)",0-100,"[80, 90)",1.0
306,Volkswagen,1997,126.0,93.0,,1157.91,P50157,Married,task_data_1.csv,2019-05-31,2021-05-24,25.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
307,Mazda,2012,397.0,42.0,50362,0.0,P84301,Single,task_data_1.csv,2019-10-10,2022-01-12,10.4,"[9.4, 35.4)",250+,"[40, 50)",0.0
308,Nissan,1993,401.0,80.0,2211,620.33,P26635,Single,task_data_1.csv,2020-04-14,2021-01-08,29.4,"[9.4, 35.4)",250+,"[80, 90)",0.7364969848799086
309,Dodge,2008,176.0,57.0,22004CEDEX1,776.14,P30294,Single,task_data_1.csv,2020-08-07,2021-06-05,14.4,"[9.4, 35.4)",100-250,"[50, 60)",0.8268479161105293
